,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FIPS,County,Year,Oil (bbl),Casinghead (mcf),GW Gas (mcf),Condensate (bbl),Daily Rate (bbl/day),Oil (Million BBL),Daily Oil Rate (Thousand BBL/DAY),Daily,Natural Gas from Gas Wells (Billion Cubic Feet)
0,0,0,0,48001,Anderson,1996,1142332,3117454,7913813,108011,3129.676712,1.142332,3.129676712328767,3.129676712328767,7.913813
1,1,1,1,48003,Andrews,1996,30527891,37468280,2983961,8421,83638.05752999999,30.527891,83.63805753424656,83.63805753424656,2.983961
2,2,2,2,48005,Angelina,1996,258120,299756,561169,1581,707.1780822000003,0.25812,0.7071780821917808,0.7071780821917808,0.561169
3,3,3,3,48007,Aransas,1996,208571,637689,8302274,231502,571.4273972999998,0.208571,0.5714273972602739,0.5714273972602739,8.302274
4,4,4,4,48009,Archer,1996,1880506,534944,17131,220,5152.071233,1.880506,5.152071232876712,5.152071232876712,0.017131
5,5,5,5,48011,Armstrong,1996,0,0,0,0,0.0,0.0,0.0,0.0,0.0
6,6,6,6,48013,Atascosa,1996,697791,301920,19288144,59385,1911.756164,0.6977909999999999,1.9117561643835617,1.9117561643835617,19.288144
7,7,7,7,48015,Austin,1996,338850,114643,2007059,28799,928.3561644,0.33885,0.9283561643835616,0.9283561643835616,2.007059
8,8,8,8,48017,Bailey,1996,0,0,0,0,0.0,0.0,0.0,0.0,0.0
9,9,9,9,48019,Bandera,1996,1491,0,0,0,4.084931507,0.001491,0.004084931506849315,0.004084931506849315,0.0
10,10,10,10,48021,Bastrop,1996,211444,622211,521162,11941,579.2986301,0.211444,0.5792986301369863,0.5792986301369863,0.521162
11,11,11,11,48023,Baylor,1996,216861,212,0,0,594.139726,0.21686100000000005,0.5941397260273973,0.5941397260273973,0.0
12,12,12,12,48025,Bee,1996,436990,754811,19021232,89195,1197.232877,0.43699,1.1972328767123288,1.1972328767123288,19.021232
13,13,13,13,48027,Bell,1996,0,0,0,0,0.0,0.0,0.0,0.0,0.0
14,14,14,14,48029,Bexar,1996,232508,1246,453,0,637.0082192000001,0.232508,0.6370082191780821,0.6370082191780821,0.000453
15,15,15,15,48031,Blanco,1996,0,0,0,0,0.0,0.0,0.0,0.0,0.0
16,16,16,16,48033,Borden,1996,4826590,3621486,0,0,13223.53425,4.82659,13.223534246575339,13.22353424657534,0.0
17,17,17,17,48035,Bosque,1996,0,0,0,0,0.0,0.0,0.0,0.0,0.0
18,18,18,18,48037,Bowie,1996,301057,80802,69771,7339,824.8136986000003,0.301057,0.8248136986301371,0.8248136986301371,0.069771
19,19,19,19,48039,Brazoria,1996,2432171,2356614,51511450,931894,6663.482192,2.432171,6.663482191780823,6.6634821917808225,51.51145
20,20,20,20,48041,Brazos,1996,2911210,9591433,28026146,538440,7975.917808,2.91121,7.975917808219178,7.975917808219178,28.026146
21,21,21,21,48043,Brewster,1996,48,0,0,0,0.131506849,4.8e-05,0.00013150684931506848,0.00013150684931506848,0.0
22,22,22,22,48045,Briscoe,1996,0,0,0,0,0.0,0.0,0.0,0.0,0.0
23,23,23,23,48047,Brooks,1996,284464,643565,43171934,484149,779.3534247,0.284464,0.7793534246575342,0.7793534246575342,43.171934
24,24,24,24,48049,Brown,1996,199030,480883,1709884,2779,545.2876712,0.19903,0.5452876712328767,0.5452876712328767,1.709884
25,25,25,25,48051,Burleson,1996,6144553,25293837,6760889,143613,16834.39178,6.144553,16.834391780821914,16.834391780821914,6.760889
26,26,26,26,48053,Burnet,1996,0,0,0,0,0.0,0.0,0.0,0.0,0.0
27,27,27,27,48055,Caldwell,1996,978392,793377,22819,365,2680.526027,0.978392,2.6805260273972604,2.6805260273972604,0.022819
28,28,28,28,48057,Calhoun,1996,569919,915302,13636676,131200,1561.421918,0.569919,1.5614219178082192,1.5614219178082192,13.636676
29,29,29,29,48059,Callahan,1996,474044,702449,1173070,3164,1298.750685,0.474044,1.2987506849315071,1.2987506849315071,1.17307
30,30,30,30,48061,Cameron,1996,1541,980,995777,1245,4.221917808,0.001541,0.004221917808219178,0.004221917808219178,0.995777
31,31,31,31,48063,Camp,1996,372538,44624,1708824,1,1020.652055,0.372538,1.0206520547945206,1.0206520547945206,1.708824
32,32,32,32,48065,Carson,1996,533866,3603461,34071708,12,1462.646575,0.533866,1.4626465753424658,1.4626465753424658,34.071708
33,33,33,33,48067,Cass,1996,602024,613569,13970972,70168,1649.380822,0.602024,1.6493808219178083,1.6493808219178083,13.970972
34,34,34,34,48069,Castro,1996,0,0,0,0,0.0,0.0,0.0,0.0,0.0
35,35,35,35,48071,Chambers,1996,1448002,4300819,50971942,486369,3967.128767,1.448002,3.9671287671232878,3.967128767123288,50.971942
36,36,36,36,48073,Cherokee,1996,376781,724135,14340311,62431,1032.276712,0.376781,1.032276712328767,1.032276712328767,14.340311
37,37,37,37,48075,Childress,1996,13361,240,0,0,36.60547945,0.013361,0.03660547945205479,0.036605479452054786,0.0
38,38,38,38,48077,Clay,1996,1240744,1129101,454731,10371,3399.29863,1.240744,3.3992986301369865,3.3992986301369865,0.454731
39,39,39,39,48079,Cochran,1996,5572437,4236332,549686,4374,15266.950680000002,5.572437,15.266950684931507,15.266950684931507,0.549686
40,40,40,40,48081,Coke,1996,1241136,3977113,1546095,5732,3400.372603000001,1.241136,3.4003726027397265,3.4003726027397265,1.546095
41,41,41,41,48083,Coleman,1996,388287,1114132,1780467,8309,1063.8,0.388287,1.0638,1.0638,1.780467
42,42,42,42,48085,Collin,1996,0,0,0,0,0.0,0.0,0.0,0.0,0.0
43,43,43,43,48087,Collingsworth,1996,3598,44553,1863307,0,9.857534247,0.003598,0.009857534246575345,0.009857534246575345,1.863307
44,44,44,44,48089,Colorado,1996,615175,2033670,38926875,437159,1685.410959,0.615175,1.6854109589041095,1.6854109589041095,38.926875
45,45,45,45,48091,Comal,1996,0,0,0,0,0.0,0.0,0.0,0.0,0.0
46,46,46,46,48093,Comanche,1996,10328,159340,822526,1078,28.29589041,0.010328,0.028295890410958906,0.028295890410958906,0.822526
47,47,47,47,48095,Concho,1996,985404,2871349,1842072,7154,2699.736986,0.985404,2.69973698630137,2.69973698630137,1.842072
48,48,48,48,48097,Cooke,1996,2067781,759741,136495,444,5665.153425,2.067781,5.665153424657534,5.665153424657534,0.136495
49,49,49,49,48099,Coryell,1996,0,0,0,0,0.0,0.0,0.0,0.0,0.0
50,50,50,50,48101,Cottle,1996,58582,95429,4207242,40202,160.4986301,0.058582,0.16049863013698631,0.16049863013698631,4.207242
51,51,51,51,48103,Crane,1996,14362580,88361622,17332716,56524,39349.53425,14.36258,39.34953424657535,39.34953424657535,17.332716
52,52,52,52,48105,Crockett,1996,3237542,6356718,144859042,279419,8869.978082,3.237542,8.86997808219178,8.86997808219178,144.859042
53,53,53,53,48107,Crosby,1996,898164,102103,0,0,2460.723288,0.898164,2.460723287671233,2.460723287671233,0.0
54,54,54,54,48109,Culberson,1996,183117,166457,224862,0,501.690411,0.183117,0.5016904109589041,0.5016904109589041,0.224862
55,55,55,55,48111,Dallam,1996,0,0,18858,0,0.0,0.0,0.0,0.0,0.018858
56,56,56,56,48113,Dallas,1996,0,0,45180,0,0.0,0.0,0.0,0.0,0.04518
57,57,57,57,48115,Dawson,1996,6873341,5638142,0,0,18831.07123,6.873341,18.831071232876717,18.831071232876717,0.0
58,58,58,58,48117,Deaf Smith,1996,0,0,0,0,0.0,0.0,0.0,0.0,0.0
59,59,59,59,48119,Delta,1996,0,0,0,0,0.0,0.0,0.0,0.0,0.0
60,60,60,60,48121,Denton,1996,10930,48,8649067,2600,29.94520548,0.01093,0.02994520547945205,0.02994520547945205,8.649067
61,61,61,61,48123,DeWitt,1996,195216,486171,13529261,148349,534.8383562,0.195216,0.5348383561643836,0.5348383561643836,13.529261
62,62,62,62,48125,Dickens,1996,831216,13403,0,0,2277.30411,0.831216,2.277304109589041,2.277304109589041,0.0
63,63,63,63,48127,Dimmit,1996,967160,1365641,1173043,9269,2649.753425,0.96716,2.649753424657534,2.649753424657534,1.173043
64,64,64,64,48129,Donley,1996,0,0,24027,0,0.0,0.0,0.0,0.0,0.024027
65,65,65,65,48131,Duval,1996,1705050,1275949,53854856,209741,4671.369863,1.70505,4.671369863013699,4.671369863013699,53.854856
66,66,66,66,48133,Eastland,1996,445978,1452389,5511399,25649,1221.857534,0.445978,1.2218575342465754,1.2218575342465754,5.511399
67,67,67,67,48135,Ector,1996,26698312,27963805,37249001,13582,73146.06027,26.698312,73.14606027397261,73.14606027397261,37.249001
68,68,68,68,48137,Edwards,1996,4526,570,21689249,8773,12.4,0.004526,0.0124,0.0124,21.689249
69,69,69,69,48139,Ellis,1996,3716,24,0,0,10.18082192,0.003716,0.01018082191780822,0.01018082191780822,0.0
70,70,70,70,48141,El Paso ,1996,0,0,0,0,0.0,0.0,0.0,0.0,0.0
71,71,71,71,48143,Erath,1996,6281,22003,3405998,3879,17.20821918,0.006281,0.01720821917808219,0.01720821917808219,3.405998
72,72,72,72,48145,Falls,1996,6792,151,18453,39,18.60821918,0.006792,0.01860821917808219,0.01860821917808219,0.018453
73,73,73,73,48147,Fannin,1996,0,0,0,0,0.0,0.0,0.0,0.0,0.0
74,74,74,74,48149,Fayette,1996,4016036,27315454,45259527,1686080,11002.83836,4.016036,11.002838356164384,11.002838356164384,45.259527
75,75,75,75,48151,Fisher,1996,1289414,1736049,99206,539,3532.641096000001,1.2894139999999998,3.532641095890411,3.532641095890411,0.099206
76,76,76,76,48153,Floyd,1996,2063,0,0,0,5.652054795,0.002063,0.0056520547945205475,0.0056520547945205475,0.0
77,77,77,77,48155,Foard,1996,203236,17070,152358,0,556.8109589,0.203236,0.5568109589041096,0.5568109589041096,0.152358
78,78,78,78,48157,Fort Bend,1996,3040228,1549998,23080308,356947,8329.391781,3.040228,8.329391780821918,8.329391780821918,23.080308
79,79,79,79,48159,Franklin,1996,555767,109656,7630355,102776,1522.649315,0.555767,1.5226493150684932,1.5226493150684932,7.630355
80,80,80,80,48161,Freestone,1996,122437,104478,65776345,143894,335.4438356,0.122437,0.3354438356164384,0.3354438356164384,65.776345
81,81,81,81,48163,Frio,1996,1308903,912050,745652,308,3586.035616,1.308903,3.5860356164383567,3.5860356164383567,0.745652
82,82,82,82,48165,Gaines,1996,36974109,50764748,3993046,4662,101298.9288,36.97410900000001,101.29892876712329,101.29892876712329,3.993046
83,83,83,83,48167,Galveston,1996,966373,1243823,10650943,123812,2647.59726,0.966373,2.647597260273973,2.6475972602739732,10.650943
84,84,84,84,48169,Garza,1996,6279519,1383892,0,0,17204.161640000002,6.2795190000000005,17.204161643835615,17.204161643835615,0.0
85,85,85,85,48171,Gillespie,1996,0,0,0,0,0.0,0.0,0.0,0.0,0.0
86,86,86,86,48173,Glasscock,1996,6661369,17603503,1860551,25422,18250.32603,6.6613690000000005,18.25032602739726,18.25032602739726,1.860551
87,87,87,87,48175,Goliad,1996,437364,1027713,27281078,214031,1198.257534,0.437364,1.1982575342465749,1.198257534246575,27.281078
88,88,88,88,48177,Gonzales,1996,693954,298414,1390008,14350,1901.243836,0.693954,1.9012438356164385,1.9012438356164385,1.390008
89,89,89,89,48179,Gray,1996,2397378,5454887,13921823,3653,6568.158904,2.397378,6.5681589041095885,6.5681589041095885,13.921823
90,90,90,90,48181,Grayson,1996,1732803,3493202,2573728,17417,4747.405479,1.732803,4.747405479452055,4.747405479452055,2.573728
91,91,91,91,48183,Gregg,1996,15789161,7227453,57411191,331288,43257.97534,15.789160999999998,43.257975342465755,43.257975342465755,57.411191
92,92,92,92,48185,Grimes,1996,277966,1444712,84578614,1026471,761.5506849,0.277966,0.7615506849315068,0.7615506849315068,84.578614
93,93,93,93,48187,Guadalupe,1996,1099656,318838,0,0,3012.756164,1.099656,3.0127561643835623,3.0127561643835623,0.0
94,94,94,94,48189,Hale,1996,1108418,233047,0,0,3036.761644,1.108418,3.0367616438356166,3.0367616438356166,0.0
95,95,95,95,48191,Hall,1996,0,0,0,0,0.0,0.0,0.0,0.0,0.0
96,96,96,96,48193,Hamilton,1996,1625,0,57927,0,4.452054795,0.001625,0.004452054794520548,0.004452054794520548,0.057927
97,97,97,97,48195,Hansford,1996,317548,1076382,30212348,30842,869.9945205,0.317548,0.8699945205479452,0.8699945205479452,30.212348
98,98,98,98,48197,Hardeman,1996,2586166,862228,0,0,7085.386301000001,2.586166,7.085386301369862,7.085386301369862,0.0
99,99,99,99,48199,Hardin,1996,1377220,1261000,3457768,115826,3773.205479,1.37722,3.7732054794520553,3.7732054794520553,3.457768
100,100,100,100,48201,Harris,1996,3489971,39958577,51649864,586220,9561.564384,3.489971,9.561564383561645,9.561564383561645,51.649864
101,101,101,101,48203,Harrison,1996,684801,2274453,54119136,328561,1876.167123,0.684801,1.8761671232876715,1.8761671232876715,54.119136
102,102,102,102,48205,Hartley,1996,381880,12,3697069,0,1046.246575,0.38188,1.0462465753424657,1.0462465753424657,3.697069
103,103,103,103,48207,Haskell,1996,832927,379479,105881,700,2281.991781,0.8329270000000001,2.281991780821918,2.281991780821918,0.105881
104,104,104,104,48209,Hays,1996,0,0,0,0,0.0,0.0,0.0,0.0,0.0
105,105,105,105,48211,Hemphill,1996,141886,2878651,81588880,305704,388.7287671,0.14188599999999998,0.3887287671232877,0.3887287671232877,81.58888
106,106,106,106,48213,Henderson,1996,1581838,11541061,23144457,62923,4333.80274,1.581838,4.333802739726028,4.333802739726028,23.144457
107,107,107,107,48215,Hidalgo,1996,106259,271911,284053771,3640208,291.1205479,0.106259,0.2911205479452055,0.2911205479452055,284.053771
108,108,108,108,48217,Hill,1996,1716,12,0,0,4.701369863,0.001716,0.0047013698630136965,0.004701369863013697,0.0
109,109,109,109,48219,Hockley,1996,25664233,40664515,186681,1996,70312.96712,25.664233,70.31296712328768,70.31296712328768,0.186681
110,110,110,110,48221,Hood,1996,0,0,2051732,3576,0.0,0.0,0.0,0.0,2.051732
111,111,111,111,48223,Hopkins,1996,439602,289475,1064086,10054,1204.389041,0.4396020000000001,1.2043890410958904,1.2043890410958904,1.064086
112,112,112,112,48225,Houston,1996,826837,449088,4202106,58269,2265.306849,0.826837,2.2653068493150683,2.2653068493150683,4.202106
113,113,113,113,48227,Howard,1996,9024344,7872404,609402,4125,24724.23014,9.024344,24.7242301369863,24.7242301369863,0.609402
114,114,114,114,48229,Hudspeth,1996,0,0,0,0,0.0,0.0,0.0,0.0,0.0
115,115,115,115,48231,Hunt,1996,7059,1930,0,0,19.33972603,0.007059,0.01933972602739726,0.01933972602739726,0.0
116,116,116,116,48233,Hutchinson,1996,1706907,8958203,14532597,12909,4676.457534,1.706907,4.676457534246575,4.676457534246575,14.532597
117,117,117,117,48235,Irion,1996,2661134,17137372,4974656,35388,7290.778081999999,2.661134,7.290778082191781,7.290778082191781,4.974656
118,118,118,118,48237,Jack,1996,1154181,5005255,12563296,67910,3162.1397260000012,1.154181,3.162139726027397,3.162139726027397,12.563296
119,119,119,119,48239,Jackson,1996,1512115,1876849,15520956,166068,4142.780822,1.512115,4.142780821917809,4.142780821917809,15.520956
120,120,120,120,48241,Jasper,1996,557322,3064009,18169192,805150,1526.909589,0.557322,1.526909589041096,1.526909589041096,18.169192
121,121,121,121,48243,Jeff Davis,1996,0,0,0,0,0.0,0.0,0.0,0.0,0.0
122,122,122,122,48245,Jefferson,1996,1036678,1139552,31362931,2546550,2840.213699,1.036678,2.8402136986301367,2.8402136986301367,31.362931
123,123,123,123,48247,Jim Hogg,1996,163490,660458,21831807,140404,447.9178082,0.16349,0.4479178082191781,0.4479178082191781,21.831807
124,124,124,124,48249,Jim Wells,1996,318757,1304224,18475973,104202,873.3068492999997,0.318757,0.8733068493150685,0.8733068493150685,18.475973
125,125,125,125,48251,Johnson,1996,0,0,20409,0,0.0,0.0,0.0,0.0,0.020409
126,126,126,126,48253,Jones,1996,1074451,812991,202616,375,2943.70137,1.074451,2.943701369863013,2.9437013698630135,0.202616
127,127,127,127,48255,Karnes,1996,317142,948564,10994216,134827,868.8821918,0.31714200000000003,0.8688821917808219,0.8688821917808219,10.994216
128,128,128,128,48257,Kaufman,1996,116717,5183,0,0,319.7726027,0.116717,0.319772602739726,0.319772602739726,0.0
129,129,129,129,48259,Kendall,1996,0,0,0,0,0.0,0.0,0.0,0.0,0.0
130,130,130,130,48261,Kenedy,1996,341348,401608,33237570,320291,935.2,0.341348,0.9352,0.9352,33.23757
131,131,131,131,48263,Kent,1996,10501772,11741766,0,0,28771.97808,10.501772,28.771978082191787,28.771978082191783,0.0
132,132,132,132,48265,Kerr,1996,2269,0,0,0,6.216438356,0.002269,0.006216438356164385,0.006216438356164385,0.0
133,133,133,133,48267,Kimble,1996,930,568,66988,0,2.547945205,0.00093,0.002547945205479452,0.002547945205479452,0.066988
134,134,134,134,48269,King,1996,3623585,396239,1888276,12345,9927.630137,3.623585,9.927630136986304,9.927630136986304,1.888276
135,135,135,135,48271,Kinney,1996,0,0,0,0,0.0,0.0,0.0,0.0,0.0
136,136,136,136,48273,Kleberg,1996,362874,668604,29647105,206318,994.1753425,0.362874,0.9941753424657536,0.9941753424657536,29.647105
137,137,137,137,48275,Knox,1996,374213,17449,0,0,1025.2410960000002,0.374213,1.0252410958904108,1.0252410958904108,0.0
138,138,138,138,48277,La Salle,1996,273401,636567,9283085,80398,749.0438356000003,0.273401,0.7490438356164384,0.7490438356164384,9.283085
139,139,139,139,48279,Lamar,1996,0,0,0,0,0.0,0.0,0.0,0.0,0.0
140,140,140,140,48281,Lamb,1996,558049,84466,0,0,1528.9013699999994,0.558049,1.5289013698630136,1.5289013698630136,0.0
141,141,141,141,48283,Lampasas,1996,0,0,0,0,0.0,0.0,0.0,0.0,0.0
142,142,142,142,48285,Lavaca,1996,245853,563134,54169541,352408,673.5698629999998,0.245853,0.6735698630136986,0.6735698630136986,54.169541
143,143,143,143,48287,Lee,1996,3536925,21982081,6213631,117314,9690.205479,3.536925,9.690205479452057,9.690205479452057,6.213631
144,144,144,144,48289,Leon,1996,1380730,1755243,40025772,82240,3782.821918,1.38073,3.7828219178082185,3.7828219178082185,40.025772
145,145,145,145,48291,Liberty,1996,1781952,1336528,5850577,197720,4882.060274,1.781952,4.882060273972604,4.882060273972604,5.850577
146,146,146,146,48293,Limestone,1996,135830,101,52193041,120054,372.1369863,0.13583,0.3721369863013699,0.3721369863013699,52.193041
147,147,147,147,48295,Lipscomb,1996,635819,4966542,38670967,169455,1741.9698629999998,0.6358189999999999,1.7419698630136986,1.7419698630136986,38.670967
148,148,148,148,48297,Live Oak,1996,493043,727982,35161674,498171,1350.80274,0.493043,1.3508027397260274,1.3508027397260274,35.161674
149,149,149,149,48299,Llano,1996,0,0,0,0,0.0,0.0,0.0,0.0,0.0
150,150,150,150,48301,Loving,1996,1583799,3513232,17617993,5417,4339.175342000001,1.583799,4.3391753424657535,4.3391753424657535,17.617993
151,151,151,151,48303,Lubbock,1996,1824171,89549,0,0,4997.728767000001,1.824171,4.997728767123288,4.997728767123288,0.0
152,152,152,152,48305,Lynn,1996,237308,95868,0,0,650.1589041,0.237308,0.650158904109589,0.650158904109589,0.0
153,153,153,153,48307,Mcculloch,1996,126728,145346,208247,0,347.2,0.126728,0.3472,0.3472,0.208247
154,154,154,154,48309,Mclennan,1996,1501,121,0,0,4.112328767,0.001501,0.004112328767123289,0.004112328767123289,0.0
155,155,155,155,48311,Mcmullen,1996,1332716,5435750,38290455,550934,3651.276712,1.332716,3.6512767123287673,3.6512767123287673,38.290455
156,156,156,156,48313,Madison,1996,1102691,1093176,5054335,55543,3021.071233,1.102691,3.021071232876712,3.021071232876712,5.054335
157,157,157,157,48315,Marion,1996,190415,220445,3355483,61090,521.6849315000002,0.190415,0.5216849315068494,0.5216849315068494,3.355483
158,158,158,158,48317,Martin,1996,5733234,12197489,96736,1192,15707.49041,5.733234,15.707490410958906,15.707490410958906,0.096736
159,159,159,159,48319,Mason,1996,0,0,0,0,0.0,0.0,0.0,0.0,0.0
160,160,160,160,48321,Matagorda,1996,710382,1043920,11238047,155169,1946.252055,0.710382,1.9462520547945208,1.9462520547945208,11.238047
161,161,161,161,48323,Maverick,1996,930918,335600,2948890,14357,2550.460274,0.930918,2.5504602739726026,2.5504602739726026,2.94889
162,162,162,162,48325,Medina,1996,112779,567,1665,0,308.9835616000001,0.112779,0.3089835616438356,0.3089835616438356,0.001665
163,163,163,163,48327,Menard,1996,110116,19955,190266,0,301.6876711999999,0.110116,0.3016876712328767,0.3016876712328767,0.190266
164,164,164,164,48329,Midland,1996,12409063,35551204,28492626,907287,33997.43288,12.409063,33.997432876712324,33.997432876712324,28.492626
165,165,165,165,48331,Milam,1996,1349701,763667,26872,179,3697.810959,1.349701,3.6978109589041095,3.6978109589041095,0.026872
166,166,166,166,48333,Mills,1996,0,0,0,0,0.0,0.0,0.0,0.0,0.0
167,167,167,167,48335,Mitchell,1996,3502609,927862,0,0,9596.189041,3.502609,9.596189041095892,9.596189041095892,0.0
168,168,168,168,48337,Montague,1996,1525129,1615588,765670,8230,4178.435616,1.5251290000000002,4.178435616438357,4.178435616438357,0.76567
169,169,169,169,48339,Montgomery,1996,1355268,6154175,37567193,614585,3713.063014,1.355268,3.7130630136986302,3.7130630136986302,37.567193
