,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,FIPS,County,Year,Oil (bbl),Casinghead (mcf),GW Gas (mcf),Condensate (bbl),Daily Rate (bbl/day),Oil (Million BBL),Daily Oil Rate (Thousand BBL/DAY),Growth Rate (%),Daily,Counties Over 1000 BBL since 2010,Counties Over 1000 BBL,Cumulative Oil (bbl),Natural Gas from Gas Wells (Billion Cubic Feet)
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,48199,Hardin,2015,1060234.0,1088613,6085744,371893,2904.750685,1.0602340000000001,2.904750685,-12,2.904750685,0.0,0.0,19709206.0,6.085744
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,48201,Harris,2015,1095633.0,604183,13215241,194217,3001.734247,1.095633,3.001734247,-7,3.001734247,0.0,0.0,23574404.0,13.215241
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,48203,Harrison,2015,332660.0,1333397,119678125,740517,911.3972603,0.33266,0.91139726,-20,0.91139726,0.0,0.0,6519311.0,119.678125
102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,48205,Hartley,2015,340916.0,155678,1297243,0,934.0164384,0.340916,0.934016438,-30,0.934016438,0.0,0.0,4790249.0,1.297243
103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,48207,Haskell,2015,552867.0,244887,0,0,1514.70411,0.552867,1.51470411,-8,1.51470411,0.0,0.0,7034798.0,0.0
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,48209,Hays,2015,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,48211,Hemphill,2015,1878499.0,11980484,141510371,3068072,5146.572603000001,1.8784990000000001,5.146572603,18,5.146572603,0.0,0.0,8778071.0,141.510371
106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,48213,Henderson,2015,635671.0,3879431,9250816,21599,1741.564384,0.635671,1.7415643840000001,37,1.7415643840000001,0.0,0.0,8705943.0,9.250816
107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,48215,Hidalgo,2015,56622.0,88661,83190526,1160902,155.12876709999995,0.05662200000000001,0.155128767,28,0.155128767,0.0,0.0,923751.0,83.190526
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,48217,Hill,2015,9.0,0,13690390,0,0.024657534,9e-06,2.47e-05,125,2.47e-05,0.0,0.0,8039.0,13.69039
109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,48219,Hockley,2015,13740137.0,8302873,48567,1588,37644.210960000004,13.740136999999999,37.64421096,-4,37.64421096,0.0,0.0,294548447.0,0.048567
110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,48221,Hood,2015,0.0,4,38900287,102202,0.0,0.0,0.0,-100,0.0,0.0,0.0,5777.0,38.900287
111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,48223,Hopkins,2015,194375.0,81717,179023,10326,532.5342466,0.194375,0.5325342470000001,-15,0.5325342470000001,0.0,0.0,4529276.0,0.17902300000000002
112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,48225,Houston,2015,2126897.0,3126240,6039472,412332,5827.115068,2.126897,5.8271150679999995,58,5.8271150679999995,0.0,0.0,14505883.0,6.039472
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,48227,Howard,2015,17778347.0,42022568,260529,2898,48707.8,17.778347,48.7078,21,48.7078,0.0,0.0,135484317.0,0.260529
114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,48229,Hudspeth,2015,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,48231,Hunt,2015,201.0,0,0,0,0.550684932,0.00020099999999999998,0.000550685,2,0.000550685,0.0,0.0,549.0,0.0
116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,48233,Hutchinson,2015,566993.0,3189044,5376722,45481,1553.405479,0.5669930000000001,1.553405479,-14,1.553405479,0.0,0.0,13256893.0,5.376722
117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,48235,Irion,2015,14802286.0,105517616,2275914,25538,40554.20822,14.802285999999999,40.55420822,-7,40.55420822,0.0,0.0,75925521.0,2.275914
118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,48237,Jack,2015,1491629.0,23543129,12054455,152077,4086.6547950000004,1.491629,4.086654795,-21,4.086654795,0.0,0.0,15592394.0,12.054455
119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,48239,Jackson,2015,609027.0,508808,4949985,123764,1668.567123,0.6090270000000001,1.668567123,-15,1.668567123,0.0,0.0,12734004.0,4.949985
120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,48241,Jasper,2015,243064.0,507845,20116074,1544162,665.9287671,0.24306399999999997,0.665928767,0,0.665928767,0.0,0.0,3955064.0,20.116074
121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,48243,Jeff Davis,2015,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,48245,Jefferson,2015,748865.0,754065,13413802,943797,2051.684932,0.748865,2.0516849319999997,-31,2.0516849319999997,0.0,0.0,14378797.0,13.413802
123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,48247,Jim Hogg,2015,20235.0,61544,7812386,68997,55.43835616,0.020235,0.055438355999999994,-27,0.055438355999999994,0.0,0.0,763034.0,7.812386
124,124,124,124,124,124,124,124,124,124,124,124,124,124,124,48249,Jim Wells,2015,83882.0,207220,3182296,12478,229.8136986,0.083882,0.22981369899999998,-22,0.22981369899999998,0.0,0.0,2203781.0,3.182296
125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,48251,Johnson,2015,0.0,0,265029081,16835,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,265.029081
126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,48253,Jones,2015,574066.0,289677,16843,32,1572.7835619999994,0.574066,1.572783562,-14,1.572783562,0.0,0.0,11954741.0,0.016843
127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,48255,Karnes,2015,96145683.0,151079776,166596847,25287312,263412.8301,96.14568299999999,263.4128301,11,263.4128301,0.0,0.0,338733709.0,166.596847
128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,48257,Kaufman,2015,92538.0,53344,0,0,253.5287671,0.092538,0.253528767,5,0.253528767,0.0,0.0,1246152.0,0.0
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,48259,Kendall,2015,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,48261,Kenedy,2015,206194.0,652769,17774077,223762,564.9150685,0.20619400000000002,0.564915068,71,0.564915068,0.0,0.0,1898310.0,17.774077
131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,48263,Kent,2015,3734149.0,6654872,0,0,10230.54521,3.734149,10.23054521,-1,10.23054521,0.0,0.0,78504651.0,0.0
132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,48265,Kerr,2015,98.0,0,0,0,0.26849315100000004,9.8e-05,0.000268493,0,0.000268493,0.0,0.0,1889.0,0.0
133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,48267,Kimble,2015,272.0,0,21936,0,0.7452054790000001,0.000272,0.000745205,-19,0.000745205,0.0,0.0,6401.0,0.021936
134,134,134,134,134,134,134,134,134,134,134,134,134,134,134,48269,King,2015,1777893.0,188424,311596,1008,4870.939726,1.777893,4.8709397260000005,29,4.8709397260000005,0.0,0.0,32021855.0,0.311596
135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,48271,Kinney,2015,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,48273,Kleberg,2015,220103.0,864656,16552815,492308,603.0219178,0.22010300000000002,0.6030219179999999,-26,0.6030219179999999,0.0,0.0,2660876.0,16.552815
137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,48275,Knox,2015,185721.0,50186,0,0,508.8246575,0.185721,0.508824658,-4,0.508824658,0.0,0.0,3916852.0,0.0
138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,48277,La Salle,2015,72990114.0,138464925,126498449,5310385,199972.9151,72.990114,199.9729151,6,199.9729151,0.0,0.0,238253574.0,126.498449
139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,48279,Lamar,2015,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,48281,Lamb,2015,298860.0,254496,0,0,818.7945205,0.29886,0.8187945209999999,-13,0.8187945209999999,0.0,0.0,10731046.0,0.0
141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,48283,Lampasas,2015,0.0,0,2575,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.002575
142,142,142,142,142,142,142,142,142,142,142,142,142,142,142,48285,Lavaca,2015,7972735.0,14549276,30113364,1012844,21843.10959,7.972735000000001,21.84310959,25,21.84310959,0.0,0.0,23806610.0,30.113364
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,48287,Lee,2015,1851686.0,6206639,951495,20452,5073.112329,1.8516860000000002,5.073112329,-1,5.073112329,0.0,0.0,23762991.0,0.951495
144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,48289,Leon,2015,1766682.0,3409229,51190368,55142,4840.224658,1.7666819999999999,4.840224658,-34,4.840224658,0.0,0.0,19995641.0,51.190368
145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,48291,Liberty,2015,899442.0,759661,15747059,476573,2464.2246579999996,0.899442,2.464224658,-24,2.464224658,0.0,0.0,23207421.0,15.747059
146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,48293,Limestone,2015,83041.0,1812,46151383,35508,227.509589,0.083041,0.22750958899999998,5,0.22750958899999998,0.0,0.0,1484375.0,46.151383
147,147,147,147,147,147,147,147,147,147,147,147,147,147,147,48295,Lipscomb,2015,2199142.0,17410055,62379667,3126080,6025.046575,2.1991419999999997,6.025046575,-13,6.025046575,0.0,0.0,23044627.0,62.37966700000001
148,148,148,148,148,148,148,148,148,148,148,148,148,148,148,48297,Live Oak,2015,11862618.0,31252164,92317380,9439480,32500.323289999997,11.862618,32.50032329,-9,32.50032329,0.0,0.0,54762780.0,92.31738
149,149,149,149,149,149,149,149,149,149,149,149,149,149,149,48299,Llano,2015,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,48301,Loving,2015,17402754.0,42836466,87588174,8847294,47678.778080000004,17.402754,47.67877808,66,47.67877808,0.0,0.0,57470896.0,87.588174
151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,48303,Lubbock,2015,1204768.0,95570,0,0,3300.734247,1.204768,3.300734247,-7,3.300734247,0.0,0.0,24043202.0,0.0
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,48305,Lynn,2015,394163.0,137820,0,0,1079.8986300000001,0.394163,1.07989863,-23,1.07989863,0.0,0.0,5456620.0,0.0
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,48307,Mcculloch,2015,54034.0,0,0,0,148.03835619999995,0.054034000000000006,0.148038356,2,0.148038356,0.0,0.0,1271086.0,0.0
154,154,154,154,154,154,154,154,154,154,154,154,154,154,154,48309,Mclennan,2015,390.0,0,0,0,1.068493151,0.00039,0.001068493,-5,0.001068493,0.0,0.0,20689.0,0.0
155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,48311,Mcmullen,2015,42116042.0,61671319,62195612,3779202,115386.4164,42.116042,115.38641640000002,-1,115.38641640000002,0.0,0.0,154559122.0,62.195612
156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,48313,Madison,2015,6367597.0,18328956,5379614,562584,17445.471230000006,6.367597,17.44547123,-5,17.44547123,0.0,0.0,30043726.0,5.379614
157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,48315,Marion,2015,181106.0,89127,2215110,39120,496.18082189999996,0.181106,0.496180822,15,0.496180822,0.0,0.0,2067009.0,2.21511
158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,48317,Martin,2015,42422225.0,82841029,9342,58,116225.274,42.422225,116.225274,27,116.225274,0.0,0.0,228360117.0,0.009342
159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,48319,Mason,2015,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,48321,Matagorda,2015,220301.0,327462,16941909,367690,603.5643836,0.22030100000000002,0.603564384,-21,0.603564384,0.0,0.0,8225122.0,16.941909
161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,48323,Maverick,2015,688698.0,265826,2838728,108753,1886.843836,0.6886979999999999,1.886843836,-15,1.886843836,0.0,0.0,18385682.0,2.838728
162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,48325,Medina,2015,173403.0,523,20148,0,475.07671229999994,0.173403,0.475076712,-1,0.475076712,0.0,0.0,1733959.0,0.020148
163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,48327,Menard,2015,158606.0,12630,8473,0,434.53698629999997,0.158606,0.434536986,1,0.434536986,0.0,0.0,2468422.0,0.008473
164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,48329,Midland,2015,47621785.0,109169428,7510730,254161,130470.6438,47.621784999999996,130.4706438,40,130.4706438,0.0,0.0,280206961.0,7.5107300000000015
165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,48331,Milam,2015,491979.0,296011,31429,404,1347.8876710000004,0.491979,1.3478876709999998,-26,1.3478876709999998,0.0,0.0,9451713.0,0.031429
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,48333,Mills,2015,0.0,0,3696,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.003696
167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,48335,Mitchell,2015,3329323.0,791487,0,0,9121.432877,3.3293230000000005,9.121432877,-12,9.121432877,0.0,0.0,55490816.0,0.0
168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,48337,Montague,2015,1892554.0,14487673,81642087,1852814,5185.079452,1.892554,5.185079452,-26,5.185079452,0.0,0.0,27637491.0,81.642087
169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,48339,Montgomery,2015,987870.0,2634434,3561554,38475,2706.493151,0.98787,2.706493151,-3,2.706493151,0.0,0.0,15253800.0,3.561554
170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,48341,Moore,2015,275023.0,1634680,26057672,3438,753.4876712,0.275023,0.7534876709999999,6,0.7534876709999999,0.0,0.0,4553052.0,26.057672
171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,48343,Morris,2015,1423.0,0,0,0,3.898630137,0.001423,0.00389863,10,0.00389863,1.0,1.0,20119.0,0.0
172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,48345,Motley,2015,36581.0,3401,0,0,100.2219178,0.036581,0.10022191800000001,32,0.10022191800000001,0.0,0.0,625135.0,0.0
173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,48347,Nacogdoches,2015,8457.0,52985,67067888,96200,23.16986301,0.008457,0.023169863,-26,0.023169863,0.0,0.0,101775.0,67.067888
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,48349,Navarro,2015,241665.0,248584,1140087,43669,662.0958904,0.24166500000000002,0.66209589,-25,0.66209589,0.0,0.0,5183246.0,1.140087
175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,48351,Newton,2015,571904.0,1489827,4224358,222759,1566.8602740000001,0.571904,1.5668602740000002,10,1.5668602740000002,0.0,0.0,10095865.0,4.2243580000000005
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,48353,Nolan,2015,1792919.0,3134323,317705,1814,4912.106849,1.792919,4.912106849,-4,4.912106849,0.0,0.0,24838765.0,0.317705
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,48355,Nueces,2015,275793.0,634308,13031199,265906,755.5972602999999,0.275793,0.75559726,-20,0.75559726,0.0,0.0,7984079.0,13.031199
178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,48357,Ochiltree,2015,7172766.0,29475620,16674121,622436,19651.4137,7.172766,19.6514137,-14,19.6514137,0.0,0.0,49239040.0,16.674121
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,48359,Oldham,2015,488638.0,934306,65809,0,1338.734247,0.488638,1.338734247,-50,1.338734247,0.0,0.0,6761605.0,0.065809
180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,48361,Orange,2015,669553.0,1998131,12642865,543872,1834.3917809999998,0.669553,1.8343917809999999,13,1.8343917809999999,0.0,0.0,8087396.0,12.642865
181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,48363,Palo Pinto,2015,304911.0,6260880,10803821,74876,835.3726027,0.304911,0.8353726029999999,-33,0.8353726029999999,0.0,0.0,4576469.0,10.803821
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,48365,Panola,2015,381349.0,2344190,355293403,1749127,1044.7917810000001,0.381349,1.044791781,-7,1.044791781,0.0,0.0,6899499.0,355.293403
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,48367,Parker,2015,2236.0,172223,90557506,135065,6.1260273970000005,0.002236,0.006126026999999999,-47,0.006126026999999999,0.0,0.0,120505.0,90.557506
184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,48369,Parmer,2015,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,48371,Pecos,2015,11145902.0,32311673,74522970,72331,30536.717810000002,11.145902,30.53671781,13,30.53671781,0.0,0.0,170545014.0,74.52297
186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,48373,Polk,2015,570533.0,239739,32663128,912949,1563.10411,0.570533,1.56310411,-4,1.56310411,0.0,0.0,8810758.0,32.663128
187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,48375,Potter,2015,1124376.0,3552344,8006790,4,3080.4821920000004,1.124376,3.080482192,221,3.080482192,0.0,0.0,4024850.0,8.006789999999999
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,48377,Presidio,2015,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,85.0,0.0
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,48379,Rains,2015,0.0,0,2190377,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.190377
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,48381,Randall,2015,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,48383,Reagan,2015,31270400.0,113525312,1539579,24700,85672.32877000001,31.2704,85.67232877,31,85.67232877,0.0,0.0,156276127.0,1.539579
192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,48385,Real,2015,132.0,0,72077,0,0.361643836,0.000132,0.000361644,-85,0.000361644,0.0,0.0,28510.0,0.072077
193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,48387,Red River,2015,96699.0,0,0,0,264.9287671,0.09669900000000001,0.264928767,-9,0.264928767,0.0,0.0,2777912.0,0.0
194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,48389,Reeves,2015,34097064.0,69279070,90432825,11969048,93416.6137,34.097064,93.4166137,53,93.4166137,0.0,0.0,94633378.0,90.432825
195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,48391,Refugio,2015,2911607.0,9022142,2443762,47870,7977.005479,2.911607,7.977005479,-8,7.977005479,0.0,0.0,61307802.0,2.443762
196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,48393,Roberts,2015,2833356.0,20724151,57623765,1390267,7762.619178,2.833356,7.762619178,-7,7.762619178,0.0,0.0,17676820.0,57.623765
197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,48395,Robertson,2015,1555112.0,899881,101696190,6207,4260.580822,1.555112,4.260580822,-11,4.260580822,0.0,0.0,24301199.0,101.69619
198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,48397,Rockwall,2015,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,48399,Runnels,2015,441192.0,1061319,165897,3447,1208.7452050000004,0.44119200000000003,1.208745205,-9,1.208745205,0.0,0.0,8894042.0,0.165897
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,48401,Rusk,2015,1778904.0,2124755,133629032,1118680,4873.709589,1.778904,4.873709589,-6,4.873709589,0.0,0.0,36698694.0,133.629032
201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,48403,Sabine,2015,8603.0,38461,1119058,0,23.56986301,0.008603,0.023569862999999996,228,0.023569862999999996,0.0,0.0,190046.0,1.119058
202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,48405,San Augustine,2015,41134.0,585393,80299848,52682,112.69589040000001,0.041134,0.11269589,-61,0.11269589,0.0,0.0,490792.0,80.299848
203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,48407,San Jacinto,2015,79700.0,444397,4917256,201332,218.35616439999998,0.0797,0.218356164,-31,0.218356164,0.0,0.0,1069969.0,4.917256
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,48409,San Patricio,2015,397115.0,639059,10797276,324302,1087.986301,0.397115,1.087986301,-17,1.087986301,0.0,0.0,7276071.0,10.797276
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,48411,San Saba,2015,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,48413,Schleicher,2015,457880.0,3203251,7096766,45208,1254.465753,0.45788,1.254465753,-11,1.254465753,0.0,0.0,6984927.0,7.0967660000000015
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,48415,Scurry,2015,17029165.0,39065445,639,0,46655.24658,17.029165,46.65524658,0,46.65524658,0.0,0.0,221149233.0,0.0006389999999999999
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,48417,Shackelford,2015,500378.0,717044,1512313,18000,1370.8986300000001,0.500378,1.37089863,-12,1.37089863,0.0,0.0,11621435.0,1.512313
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,48419,Shelby,2015,35030.0,474305,76183156,49211,95.97260274,0.03503,0.095972603,-25,0.095972603,0.0,0.0,1445535.0,76.18315600000003
210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,48421,Sherman,2015,66520.0,68250,16051335,2776,182.2465753,0.06652000000000001,0.182246575,11,0.182246575,0.0,0.0,1595789.0,16.051335
211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,48423,Smith,2015,1198403.0,1174612,21208348,219598,3283.29589,1.198403,3.28329589,-12,3.28329589,0.0,0.0,19799386.0,21.208348
212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,48425,Somervell,2015,0.0,0,3550562,3012,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.550562
213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,48427,Starr,2015,417613.0,2659656,47917652,653551,1144.145205,0.417613,1.144145205,-19,1.144145205,0.0,0.0,9612862.0,47.917652
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,48429,Stephens,2015,2224890.0,3421488,9160716,51926,6095.589040999997,2.2248900000000003,6.095589041,-2,6.095589041,0.0,0.0,37041340.0,9.160716
215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,48431,Sterling,2015,1146435.0,7516108,2771243,27556,3140.9178079999997,1.146435,3.140917808,-25,3.140917808,0.0,0.0,18032075.0,2.771243
216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,48433,Stonewall,2015,2377717.0,2803892,0,0,6514.293151,2.3777169999999996,6.514293151,2,6.514293151,0.0,0.0,23348575.0,0.0
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,48435,Sutton,2015,48026.0,53647,31415283,50406,131.57808219999998,0.048026,0.13157808199999999,-29,0.13157808199999999,0.0,0.0,697047.0,31.415283
218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,48437,Swisher,2015,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,48439,Tarrant,2015,0.0,0,610454659,21437,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,610.454659
220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,48441,Taylor,2015,385242.0,135928,26794,44,1055.457534,0.38524200000000003,1.055457534,-9,1.055457534,0.0,0.0,7870154.0,0.026794
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,48443,Terrell,2015,51272.0,444802,28473309,56484,140.47123290000002,0.051272000000000005,0.140471233,128,0.140471233,0.0,0.0,400237.0,28.473309000000004
222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,48445,Terry,2015,4051769.0,2039694,0,0,11100.736990000001,4.051769,11.10073699,-3,11.10073699,0.0,0.0,69744418.0,0.0
223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,48447,Throckmorton,2015,1289443.0,2567179,213462,2606,3532.720548,1.2894430000000001,3.532720548,3,3.532720548,0.0,0.0,14404597.0,0.213462
